tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,date_frac,cluster_profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_1259399|charadriiformes|france|1_1_2_1_10_8_1_1|2021-01-18,H5N3,EPI_ISL_1259399,a/red_knot/france/21p003249/2021,2021-01-18,2021-01,2021,Aves,charadriiformes,scolopacidae,calidris canutus,red knot,TRUE,wild,charadriiformes-wild,western europe,france,fra,46.5103009447381,2.5780749353201,normandie,fr.nd,49.1207774760085,0.103954251480573,Europe / France / Basse-Normandie / Departement de la Manche / NA,H5N3/2020/R1_Europe,NA,1_1_2_1_10_8_1_1,H5N3/2021/R1_Europe,2344b,2021-01-18,cluster008,FALSE
H5N3|2344b|EPI_ISL_2234807|charadriiformes|ireland|1_1_2_1_10_8_1_1|2021-01-01,H5N3,EPI_ISL_2234807,a/knot_wader/ireland/472_21vir2956-1/2021,2021-01-01,2021-01,2021,Aves,charadriiformes,scolopacidae,calidris canutus,red knot,TRUE,wild,charadriiformes-wild,northern europe,ireland,irl,53.1625189533631,-8.16313556364258,NA,NA,NA,NA,Europe / Ireland / NA / NA / NA,H5N3/2020/R1_Europe,NA,1_1_2_1_10_8_1_1,H5N3/2021/R1_Europe,2344b,2021-01-01,cluster008,FALSE
H5N3|2344b|EPI_ISL_2234808|charadriiformes|ireland|1_1_2_1_10_8_1_1|2021-01-01,H5N3,EPI_ISL_2234808,a/knot_wader/ireland/473_21vir2956-2/2021,2021-01-01,2021-01,2021,Aves,charadriiformes,scolopacidae,calidris canutus,red knot,TRUE,wild,charadriiformes-wild,northern europe,ireland,irl,53.1625189533631,-8.16313556364258,NA,NA,NA,NA,Europe / Ireland / NA / NA / NA,H5N3/2020/R1_Europe,NA,1_1_2_1_10_8_1_1,H5N3/2021/R1_Europe,2344b,2021-01-01,cluster008,FALSE
H5N3|NA|EPI_ISL_502596|anseriformes|belgium|NA|2017-08-29,H5N3,EPI_ISL_502596,A/Anas_platyrhynchos/Belgium/147/2017,2017-08-29,2017-08,2017,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-29,clusterNA,FALSE
H5N3|NA|EPI_ISL_825173|anseriformes|netherlands|NA|2018-12-24,H5N3,EPI_ISL_825173,A/duck/Netherlands/18018989-011015/2018,2018-12-24,2018-12,2018,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-24,clusterNA,FALSE
H5N3|NA|EPI_ISL_825158|anseriformes|netherlands|NA|2018-12-28,H5N3,EPI_ISL_825158,A/swan/Netherlands/18019125-002/2018,2018-12-28,2018-12,2018,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,clusterNA,FALSE
H5N3|NA|EPI_ISL_18458719|galliformes|germany|NA|2021-12-18,H5N3,EPI_ISL_18458719,A/turkey/Germany-NI/2021AI08800-AK4843-AK4864/2021,2021-12-18,2021-12,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,NA,NA,NA,NA,NA,NA,2021-12-18,clusterNA,FALSE
H2N3|NA|EPI_ISL_502595|anseriformes|belgium|NA|2018-10-09,H2N3,EPI_ISL_502595,A/Anas_platyrhynchos/Belgium/10409/2018,2018-10-09,2018-10,2018,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-09,clusterNA,FALSE
H5N3|NA|EPI_ISL_502617|anseriformes|belgium|NA|2016-10-04,H5N3,EPI_ISL_502617,A/Anas_platyrhynchos/Belgium/9473/2016,2016-10-04,2016-10,2016,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-04,clusterNA,FALSE
H5N3|NA|EPI_ISL_502615|anseriformes|belgium|NA|2016-09-20,H5N3,EPI_ISL_502615,A/Anas_platyrhynchos/Belgium/H170636/2016,2016-09-20,2016-09,2016,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-20,clusterNA,FALSE
H5N3|NA|EPI_ISL_502616|anseriformes|belgium|NA|2016-09-25,H5N3,EPI_ISL_502616,A/Anas_platyrhynchos/Belgium/H191808/2016,2016-09-25,2016-09,2016,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,belgium,bel,50.64017310615,4.66939027974939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-25,clusterNA,FALSE
NA|NA|EPI_ISL_373084|charadriiformes|netherlands|NA|2014-12-24,NA,EPI_ISL_373084,A/Black-headed_Gull/Netherlands/22/2014,2014-12-24,2014-12,2014,Aves,charadriiformes,laridae,chroicocephalus ridibundus,black-headed gull,TRUE,wild,charadriiformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-24,clusterNA,FALSE
NA|NA|EPI_ISL_376201|anseriformes|netherlands|NA|2014-09-20,NA,EPI_ISL_376201,A/mallard/Netherlands/32/2014,2014-09-20,2014-09,2014,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-20,clusterNA,FALSE
H7N3|NA|EPI_ISL_267389|anseriformes|netherlands|NA|2014-09-30,H7N3,EPI_ISL_267389,A/mallard_duck/Netherlands/24/2014,2014-09-30,2014-09,2014,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-30,clusterNA,FALSE
H5N3|NA|EPI_ISL_309814|galliformes|netherlands|NA|2013-12-10,H5N3,EPI_ISL_309814,A/Chicken/Netherlands/13016263-031-035/2013,2013-12-10,2013-12,2013,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-10,clusterNA,FALSE
H5N3|NA|EPI_ISL_176809|galliformes|netherlands|NA|2013-12-09,H5N3,EPI_ISL_176809,A/chicken/NL_Scheemda/13016263/2013,2013-12-09,2013-12,2013,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,groningen,nl.gr,53.2180813959811,6.7445168668343,NA,NA,NA,NA,NA,NA,2013-12-09,clusterNA,FALSE
H2N3|NA|EPI_ISL_309831|galliformes|netherlands|NA|2016-08-30,H2N3,EPI_ISL_309831,A/Chicken/Netherlands/16010778-021-025/2016,2016-08-30,2016-08,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-30,clusterNA,FALSE
H5N3|NA|EPI_ISL_9261740|anseriformes|netherlands|NA|2021-12-29,H5N3,EPI_ISL_9261740,A/Mallard/Netherlands/17/2021,2021-12-29,2021-12,2021,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-29,clusterNA,FALSE
H2N3|NA|EPI_ISL_18245819|anseriformes|poland|NA|2022-07-15,H2N3,EPI_ISL_18245819,A/swan/Poland/MB152/2022,2022-07-15,2022-07,2022,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-15,clusterNA,FALSE
