tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N8|2344b|EPI_ISL_5095645|galliformes|germany|3_2_3_1_1_2_1_2|2021-01-26	H5N8	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / Nordwestmecklenburg / NA	3_2_3_1_1_2_1_2	galliformes-domestic	53.7551744161606	12.5509509363277
H5N8|2344b|EPI_ISL_5139441|galliformes|germany|3_2_3_1_1_2_1_2|2021-03-14	H5N8	western europe	germany	Europe / Germany / Lower Saxony / Vechta / NA	3_2_3_1_1_2_1_2	galliformes-domestic	52.7642105761026	9.16783937293005
H5N8|2344b|EPI_ISL_5144407|galliformes|germany|3_2_3_1_1_2_1_2|2021-03-20	H5N8	western europe	germany	Europe / Germany / North Rhine-Westphalia / Paderborn / NA	3_2_3_1_1_2_1_2	galliformes-domestic	51.4777551092159	7.5539349720828
H5N8|2344b|EPI_ISL_5098142|anseriformes|germany|3_2_3_1_1_2_1_2|2021-01-18	H5N8	western europe	germany	Europe / Germany / Rhineland-Palatinate / Rhein-Pfalz-Kreis / NA	3_2_3_1_1_2_1_2	anseriformes-wild	49.9110600051883	7.45203480158582
H5N8|2344b|EPI_ISL_614400|anseriformes|germany|3_2_3_1_1_2_1_2|2020-10-28	H5N8	western europe	germany	Europe / Germany / Schleswig-Holstein / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_5143587|galliformes|germany|3_2_3_1_1_2_1_2|2021-03-24	H5N8	western europe	germany	Europe / Germany / Saxony / Vogtlandkreis / NA	3_2_3_1_1_2_1_2	galliformes-domestic	51.0528694457593	13.3447264729352
H5N8|2344b|EPI_ISL_5145858|galliformes|germany|3_2_3_1_1_2_1_2|2021-03-23	H5N8	western europe	germany	Europe / Germany / Thuringia / Saale-Holzland-Kreis / NA	3_2_3_1_1_2_1_2	galliformes-domestic	50.9034036811626	11.0265393979066
H5N8|2344b|EPI_ISL_644824|anseriformes|denmark|3_2_3_1_1_2_1_2|2020-11-04	H5N8	northern europe	denmark	Europe / Denmark / Region Syddanmark / Tonder Kommune / NA	3_2_3_1_1_2_1_2	anseriformes-wild	55.3568797999445	9.45020901930698
H5N8|2344b|EPI_ISL_7778759|anseriformes|estonia|3_2_3_1_1_2_1_2|2021-03-04	H5N8	northern europe	estonia	Europe / Estonia / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	58.6717397518952	25.5522615433491
H5N8|2344b|EPI_ISL_7778770|anseriformes|finland|3_2_3_1_1_2_1_2|2021-01-01	H5N8	northern europe	finland	Europe / Finland / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	64.2398144022788	26.1623842060791
H5N8|2344b|EPI_ISL_2234811|anseriformes|france|3_2_3_1_1_2_1_2|2021-01-07	H5N8	western europe	france	Europe / Spain / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	45.5190780558984	4.54715006428513
H5N8|2344b|EPI_ISL_1123350|galliformes|united_kingdom|3_2_3_1_1_2_1_2|2020-12-17	H5N8	northern europe	united kingdom	Europe / United Kingdom / Dorset / England / NA	3_2_3_1_1_2_1_2	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_666890|galliformes|croatia|3_2_3_1_1_2_1_2|2020-11-17	H5N8	southern europe	croatia	Europe / Croatia / Koprivnicko-Krizevacka Zupanija / Delovi / NA	3_2_3_1_1_2_1_2	galliformes-domestic	46.0941050136215	16.8104817428003
H5N8|2344b|EPI_ISL_813979|falconiformes|ireland|3_2_3_1_1_2_1_2|2020-11	H5N8	northern europe	ireland	Europe / Ireland / NA / NA / NA	3_2_3_1_1_2_1_2	other	53.1625189533631	-8.16313556364258
H5N8|2344b|EPI_ISL_1420637|anseriformes|latvia|3_2_3_1_1_2_1_2|2021-02-04	H5N8	northern europe	latvia	Europe / Latvia / Jurmala / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	56.9214336659281	21.9832067017723
H5N8|2344b|EPI_ISL_1719909|anseriformes|lithuania|3_2_3_1_1_2_1_2|2021-02-26	H5N8	northern europe	lithuania	Europe / Lithuania / Vilnius / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	54.8294557942269	25.2490386107757
H5N8|2344b|EPI_ISL_7623043|charadriiformes|belgium|3_2_3_1_1_2_1_2|2021-01-11	H5N8	western europe	belgium	Europe / Belgium / Provincie Oost-Vlaanderen / Merelbeke / NA	3_2_3_1_1_2_1_2	charadriiformes-wild	51.0391095671615	4.2420548599892
H5N8|2344b|EPI_ISL_1139040|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-02	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Drenthe / Wapserveen / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.8629285667789	6.62382060282334
H5N8|2344b|EPI_ISL_1139032|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-04	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Friesland / Rijs / NA	3_2_3_1_1_2_1_2	anseriformes-wild	53.1100430768808	5.84863928632393
H5N8|2344b|EPI_ISL_2175628|accipitriformes|netherlands|3_2_3_1_1_2_1_2|2021-01-04	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Groningen / Niehoeve / NA	3_2_3_1_1_2_1_2	other	52.0617180422494	5.94466833784019
H5N8|2344b|EPI_ISL_1139090|accipitriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-12	H5N8	western europe	netherlands	Europe / Netherlands / North Brabant / Oudgastel / NA	3_2_3_1_1_2_1_2	other	51.5616727876811	5.19541346074046
H5N8|2344b|EPI_ISL_2172522|accipitriformes|netherlands|3_2_3_1_1_2_1_2|2021-01-10	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / Rijssenhout / NA	3_2_3_1_1_2_1_2	other	52.5811544669078	4.87272777813315
H5N8|2344b|EPI_ISL_1139096|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-01	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Utrecht / Haarzuilens / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.083727924893	5.16763788059654
H5N8|2344b|EPI_ISL_1139099|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-13	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Zeeland / Zierikzee / NA	3_2_3_1_1_2_1_2	anseriformes-wild	51.4517197034959	3.83526799798383
H5N8|2344b|EPI_ISL_603136|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-10-16	H5N8	western europe	netherlands	Europe / Netherlands / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.2573048104135	5.56251311224367
H5N8|2344b|EPI_ISL_1295638|anseriformes|norway|3_2_3_1_1_2_1_2|2021-01-26	H5N8	northern europe	norway	Europe / Norway / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	63.9836330810339	12.3044196327525
H5N8|2344b|EPI_ISL_637098|anseriformes|russia|3_2_3_1_1_2_1_2|2020-07-31	H5N8	central asia	russia	Europe / Russia / Chelyabinsk Oblast / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	54.4531161547399	60.406021972363
H5N8|2344b|EPI_ISL_654839|anseriformes|russia|3_2_3_1_1_2_1_2|2020-08-27	H5N8	central asia	russia	Europe / Russia / Kurgan region / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	55.4734051858522	64.8219230597649
H5N8|2344b|EPI_ISL_644158|galliformes|russia|3_2_3_1_1_2_1_2|2020-08-17	H5N8	central asia	russia	Europe / Russia / Omsk Oblast / Omsk / NA	3_2_3_1_1_2_1_2	galliformes-domestic	56.0596108837778	73.3669499849514
H5N8|2344b|EPI_ISL_626649|anseriformes|russia|3_2_3_1_1_2_1_2|2020-09-18	H5N8	eastern europe	russia	Europe / Russia / Saratov Oblast / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	51.5994582882348	46.8369479833559
H5N8|2344b|EPI_ISL_1114750|galliformes|russia|3_2_3_1_1_2_1_2|2020-12-11	H5N8	eastern europe	russia	Europe / Russia / Stavropol Krai / Stavropol / NA	3_2_3_1_1_2_1_2	galliformes-domestic	44.927089080414	43.4103582512603
H5N8|2344b|EPI_ISL_661178|anseriformes|russia|3_2_3_1_1_2_1_2|2020-09-10	H5N8	central asia	russia	Europe / Russia / Tyumen Oblast / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	57.6472366156513	69.1218349161945
H5N8|2344b|EPI_ISL_1095365|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-02-07	H5N8	northern europe	sweden	Europe / Sweden / Blekinge Lan / Solvesborgs Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	56.2754954629495	15.2029498652564
H5N8|2344b|EPI_ISL_3290184|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-03-24	H5N8	northern europe	sweden	Europe / Sweden / Ostergotlands Lan / Norrkopings Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	57.5128828372686	18.541723046906
H5N8|2344b|EPI_ISL_1240717|accipitriformes|sweden|3_2_3_1_1_2_1_2|2021-02-21	H5N8	northern europe	sweden	Europe / Sweden / Kalmar Lan / Kalmar Kommun / NA	3_2_3_1_1_2_1_2	other	57.1855292476939	16.1305148015024
H5N8|2344b|EPI_ISL_3315298|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-03-10	H5N8	northern europe	sweden	Europe / Sweden / Skane Lan / Simrishamns Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	55.9474024317265	13.595146733816
H5N8|2344b|EPI_ISL_1665264|anseriformes|slovenia|3_2_3_1_1_2_1_2|2020-12-02	H5N8	southern europe	slovenia	Europe / Slovenia / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	46.124137393352	14.813678667363
H5N8|2344b|EPI_ISL_18953097|accipitriformes|denmark|3_2_3_1_3_2_1_2|2020-11-06	H5N8	northern europe	denmark	NA	3_2_3_1_3_2_1_2	other	55.9512996898935	10.0707816763207
H5N8|2344b|EPI_ISL_17212363|galliformes|united_kingdom|3_2_3_1_3_2_1_2|2020-11-01	H5N8	northern europe	united kingdom	NA	3_2_3_1_3_2_1_2	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_18458050|galliformes|lithuania|3_2_3_1_3_2_1_2|2021-04-28	H5N8	northern europe	lithuania	NA	3_2_3_1_3_2_1_2	galliformes-domestic	55.332528278146	23.9147651507013
H5N8|2344b|EPI_ISL_18244181|anseriformes|poland|3_2_3_1_3_2_1_2|2021-01-19	H5N8	eastern europe	poland	NA	3_2_3_1_3_2_1_2	anseriformes-wild	53.0715649767005	18.4900760187441
H5N8|2344b|EPI_ISL_4322015|anseriformes|sweden|NA|2020-12-15	H5N8	northern europe	sweden	NA	NA	anseriformes-wild	62.374013544985	16.2835241791686
H5N8|2344b|EPI_ISL_13369742|anseriformes|united_kingdom|3_2_3_1_1_2_1_2|2021-11-07	H5N8	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_18443661|galliformes|denmark|3_2_3_1_3_2_1_2|2022-01-06	H5N8	northern europe	denmark	NA	3_2_3_1_3_2_1_2	galliformes-domestic	56.2490598335433	9.39675377639095
H5N8|2344b|EPI_ISL_7591058|anseriformes|belgium|3_2_3_1_1_2_1_2|2021-04-20	H5N8	western europe	belgium	Europe / Belgium / Provincie West-Vlaanderen / Beveren / NA	3_2_3_1_1_2_1_2	anseriformes-wild	51.0391095671615	4.2420548599892
H5N8|2344b|EPI_ISL_5058090|charadriiformes|germany|3_2_3_1_1_2_1_2|2020-11-02	H5N8	western europe	germany	Europe / Germany / Hamburg / Hamburg / NA	3_2_3_1_1_2_1_2	charadriiformes-wild	53.5463325421189	10.020950289547
H5N8|2344b|EPI_ISL_5097280|galliformes|germany|3_2_3_1_1_2_1_2|2021-01-17	H5N8	western europe	germany	Europe / Germany / Lower Saxony / Cuxhaven / NA	3_2_3_1_1_2_1_2	galliformes-domestic	52.7642105761026	9.16783937293005
H5N8|2344b|EPI_ISL_5062078|charadriiformes|germany|3_2_3_1_1_2_1_2|2020-11-06	H5N8	western europe	germany	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	3_2_3_1_1_2_1_2	charadriiformes-wild	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_984692|anseriformes|denmark|3_2_3_1_1_2_1_2|2020-11-07	H5N8	northern europe	denmark	Europe / Denmark / Region Syddanmark / Abenra Kommune / NA	3_2_3_1_1_2_1_2	anseriformes-wild	55.3568797999445	9.45020901930698
H5N8|2344b|EPI_ISL_2234814|falconiformes|france|3_2_3_1_1_2_1_2|2020-11-20	H5N8	western europe	france	Europe / Spain / NA / NA / NA	3_2_3_1_1_2_1_2	other	45.5190780558984	4.54715006428513
H5N8|2344b|EPI_ISL_667810|galliformes|france|3_2_3_1_1_2_1_2|2020-11-10	H5N8	western europe	france	Europe / France / Corsica / Departement de la Haute-Corse / NA	3_2_3_1_1_2_1_2	galliformes-domestic	42.1497137840693	9.10513916746533
H5N8|2344b|EPI_ISL_11406397|galliformes|united_kingdom|3_2_3_1_1_2_1_2|2021-03-28	H5N8	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	3_2_3_1_1_2_1_2	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_1139049|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-01	H5N8	western europe	netherlands	Europe / Netherlands / South Holland / Gemeente Delft / NA	3_2_3_1_1_2_1_2	anseriformes-wild	51.9374604216783	4.46477045234472
H5N8|2344b|EPI_ISL_1139044|charadriiformes|netherlands|3_2_3_1_1_2_1_2|2020-11-10	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Friesland / West Terschelling / NA	3_2_3_1_1_2_1_2	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N8|2344b|EPI_ISL_775253|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-12-15	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Groningen / Gemeente Groningen / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.0617180422494	5.94466833784019
H5N8|2344b|EPI_ISL_1139028|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-03	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / Gemeente Landsmeer / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.5811544669078	4.87272777813315
H5N8|2344b|EPI_ISL_1139166|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-24	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Overijssel / Gemeente Almelo / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.4448999895994	6.44900146928843
H5N8|2344b|EPI_ISL_1139041|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-11-03	H5N8	western europe	netherlands	Europe / Netherlands / Provinvie Utrecht / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.083727924893	5.16763788059654
H5N8|2344b|EPI_ISL_7778777|anseriformes|norway|3_2_3_1_1_2_1_2|2021-06-21	H5N8	northern europe	norway	Europe / Norway / NA / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	63.9836330810339	12.3044196327525
H5N8|2344b|EPI_ISL_3128152|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-03-25	H5N8	northern europe	sweden	Europe / Sweden / Dalarnas Lan / Leksands Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	60.9480775654018	14.3747945686103
H5N8|2344b|EPI_ISL_18953092|anseriformes|denmark|3_2_3_1_3_2_1_2|2020-11-05	H5N8	northern europe	denmark	NA	3_2_3_1_3_2_1_2	anseriformes-wild	55.9512996898935	10.0707816763207
H5N8|2344b|EPI_ISL_3950066|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-08-26	H5N8	northern europe	sweden	Europe / Sweden / Sodermanlands Lan / Nykopings Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	59.0743595934023	16.6929745153277
H5N8|2344b|EPI_ISL_4805852|carnivora|germany|3_2_3_1_1_2_1_2|2021-08-18	H5N8	western europe	germany	Europe / Germany / Schleswig-Holstein / Dithmarschen / NA	3_2_3_1_1_2_1_2	mammal	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_3026699|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-06-17	H5N8	northern europe	sweden	Europe / Sweden / Gotlands Lan / Gotlands Kommun / NA	3_2_3_1_1_2_1_2	anseriformes-wild	57.5128828372686	18.541723046906
H5N8|2344b|EPI_ISL_1123360|anseriformes|united_kingdom|3_2_3_1_1_2_1_2|2020-12-01	H5N8	northern europe	united kingdom	Europe / United Kingdom / Norfolk / NA / NA	3_2_3_1_1_2_1_2	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_7623299|columbiformes|belgium|3_2_3_1_1_2_1_2|2021-03-01	H5N8	western europe	belgium	Europe / Belgium / Provincie Oost-Vlaanderen / Erembodegem / NA	3_2_3_1_1_2_1_2	other	51.0391095671615	4.2420548599892
H5N8|2344b|EPI_ISL_984694|anseriformes|denmark|3_2_3_1_1_2_1_2|2020-11-09	H5N8	northern europe	denmark	Europe / Denmark / Region Nordjylland / Alborg / NA	3_2_3_1_1_2_1_2	anseriformes-wild	57.0522607274982	9.67257639647962
H5N8|2344b|EPI_ISL_984690|falconiformes|denmark|3_2_3_1_1_2_1_2|2020-11-06	H5N8	northern europe	denmark	Europe / Denmark / Region Syddanmark / Svendborg Kommune / NA	3_2_3_1_1_2_1_2	other	55.3568797999445	9.45020901930698
H5N8|2344b|EPI_ISL_653919|anseriformes|netherlands|3_2_3_1_1_2_1_2|2020-10-27	H5N8	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / Gemeente Naarden / NA	3_2_3_1_1_2_1_2	anseriformes-wild	52.5811544669078	4.87272777813315
H5N8|2344b|EPI_ISL_18953091|anseriformes|denmark|3_2_3_1_3_2_1_2|2020-11-09	H5N8	northern europe	denmark	NA	3_2_3_1_3_2_1_2	anseriformes-wild	55.9512996898935	10.0707816763207
H5N8|2344b|EPI_ISL_1697191|galliformes|czechia|3_2_3_1_1_2_1_2|2021-04-01	H5N8	eastern europe	czechia	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Dobrenice	3_2_3_1_1_2_1_2	galliformes-domestic	50.3852537596798	15.8661896036913
H5N8|2344b|EPI_ISL_1697196|anseriformes|czechia|3_2_3_1_1_2_1_2|2021-03-19	H5N8	eastern europe	czechia	Europe / Czech Republic / Stredocesky Kraj / Okres Nymburk / Vinice u Mestce Kralove	3_2_3_1_1_2_1_2	anseriformes-wild	49.9969098943343	14.5545810187162
H5N8|2344b|EPI_ISL_2681044|galliformes|italy|3_2_3_1_1_2_1_2|2021-05-05	H5N8	southern europe	italy	Europe / Romania / Mures, Ungheni / NA / NA	3_2_3_1_1_2_1_2	galliformes-domestic	41.979336323661	12.7721450906831
H5N8|2344b|EPI_ISL_1033029|galliformes|czechia|3_2_3_1_1_2_1_2|2021-02-03	H5N8	eastern europe	czechia	Europe / Czech Republic / Pardubicky kraj / Okres Chrudim / Ronov nad Doubravou; GPS 49Â°532.573N, 15Â°322.451E	3_2_3_1_1_2_1_2	galliformes-domestic	49.9006406346158	16.1892997029385
H5N8|2344b|EPI_ISL_1399238|anseriformes|czechia|3_2_3_1_1_2_1_2|2021-02-22	H5N8	eastern europe	czechia	Europe / Czech Republic / Hlavni mesto Praha / Okres Praha / Kvetnice, Mlynsky rybnik; GPS: N 50Â°3.49715, E 14Â°40.89878	3_2_3_1_1_2_1_2	anseriformes-wild	50.0636978575423	14.4763649175255
H5N8|2344b|EPI_ISL_1941351|anseriformes|czechia|3_2_3_1_1_2_1_2|2021-04-18	H5N8	eastern europe	czechia	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Nove Mesto	3_2_3_1_1_2_1_2	anseriformes-wild	50.3852537596798	15.8661896036913
H5N8|2344b|EPI_ISL_1941417|anseriformes|czechia|3_2_3_1_1_2_1_2|2021-04-18	H5N8	eastern europe	czechia	Europe / Czech Republic / Kralovehradecky Kraj / Okres Hradec Kralove / Klamos	3_2_3_1_1_2_1_2	anseriformes-wild	50.3852537596798	15.8661896036913
H5N8|2344b|EPI_ISL_1058019|anseriformes|czechia|3_2_3_1_1_2_1_2|2021-02-04	H5N8	eastern europe	czechia	Europe / Czech Republic / Jihocesky Kraj / Okres Tabor / Sobeslav	3_2_3_1_1_2_1_2	anseriformes-wild	49.0928166218663	14.4391547985202
